store_id,last_one_hour uptime(in minutes),last_one_hour downtime(in minutes),last_one_day uptime(in hours),last_one_day downtime(in hours),last_one_week uptime(in hours),last_one_week downtime(in hours)
5101815920233266877,0,0,0,0,0,0
4363173458055484635,60,11.88,11.88,0,0.0,0.0
6654163885034420297,60,18.95,18.95,0,0.0,0.0
1396650693591399695,60,12.96,12.96,0,0.0,0.0
3811723403992671863,60,19.96,19.96,0,0.0,0.0
2343002123616261145,0,0,0,0,0,0
1919874817733050952,60,8.11,8.11,0,0.0,0.0
4120727348870299156,0,0,0,0,0,0
8586165988377528596,60,0,0,0,0,0
4688281890086374393,60,1.96,1.96,0,0.0,0.0
3814437533999030833,60,3.99,3.99,0,0.0,0.0
5014360692528129219,60,23.94,23.94,0,0.0,0.0
6627556682658863824,60,12.99,12.99,0,0.0,0.0
7054026621216095964,0,2.41,2.41,0,0.0,0.0
2856760573082275493,60,1.97,1.97,0,0.0,0.0
7829939588069662588,0,0,0,0,0,0
8426104375367836905,60,6.93,6.93,0,0.0,0.0
8042276160439219301,60,11.84,11.84,0,0.0,0.0
7301074743612607953,60,3.93,3.93,0,0.0,0.0
501557351127961254,60,7.98,7.98,0,0.0,0.0
2429826638627036652,60,0,0,0,0,0
6254326899789577138,60,0,0,0,0,0
4927957739278608509,60,16.96,16.96,0,0.0,0.0
4087734576384157479,60,3.99,3.99,0,0.0,0.0
2902464163495727341,60,0,0,0,0,0
67717500383842441,60,0,0,0,0,0
9180605269446109669,60,12.9,20.64,0,0.0,0.0
8575192552537607204,60,0.95,0.95,0,0.0,0.0
4565647203555971306,60,14.85,14.85,0,0.0,0.0
1512963809481624562,60,0,0,0,0,0
1237491910185675678,60,23.92,23.92,0,0.0,0.0
6101467474613551716,0,0.88,0.88,0,0.0,0.0
7942275477999027758,60,18.94,18.94,0,0.0,0.0
2406818359872471913,60,10.93,10.93,0,0.0,0.0
5654260221324432960,60,0,0,0,0,0
145837327256477189,0,0,0,0,0,0
3627697585993910104,60,16.88,35.66,0,0.0,0.0
3335936003001211540,60,0.95,0.95,0,0.0,0.0
3097334170388760845,60,1.94,1.94,0,0.0,0.0
5094144720037804964,60,22.98,22.98,0,0.0,0.0
8549121451544958621,60,9.97,9.97,0,0.0,0.0
892812251689642638,0,0.68,0.68,0,0.0,0.0
860810221363020539,60,15.81,15.81,0,0.0,0.0
